"","I","L","SNR","ci_width","samp","t.rho","seeds","samp.1"
"5306",100,50,0.2,0.588794973274494,0.387052357306855,0,74829,0.387052357306855
"5307",200,100,0.1,0.590490450716993,0.275193800283152,0,484213,0.275193800283152
"5308",100,100,0.1,0.761578948869413,0.391138776367671,0.5,559567,0.391138776367671
"5309",200,100,0.1,0.595671211552467,0.267754829666875,0.5,671720,0.267754829666875
"5310",100,100,0.2,0.472099538192493,0.389946024590071,0,301181,0.389946024590071
"5311",200,100,0.2,0.328066910337703,0.277249205431777,0,942508,0.277249205431777
"5312",100,100,0.2,0.378258060219235,0.325555932632276,0.5,39636,0.325555932632276
"5313",200,100,0.2,0.292395411240411,0.236146012605779,0.5,173191,0.236146012605779
"5314",100,100,0.1,0.719638502514331,0.391065334639079,0,316926,0.391065334639079
"5315",200,100,0.1,0.515239136378806,0.277346706292528,0,279863,0.277346706292528
"5316",100,100,0.1,0.430978448035811,0.316678429010496,0.5,185896,0.316678429010496
"5317",100,50,0.1,0.616316015144958,0.351288387411251,0.5,47802,0.351288387411251
"5318",200,50,0.2,0.393996444875995,0.275738135986032,0,657533,0.275738135986032
"5319",200,100,0.1,0.457196209052062,0.251943131942697,0.5,953896,0.251943131942697
"5320",100,100,0.2,0.463863818659529,0.392290260347276,0,838852,0.392290260347276
"5321",200,100,0.2,0.343498499111151,0.277463365967553,0,526693,0.277463365967553
"5322",100,100,0.2,0.389704898257419,0.323273505952115,0.5,788805,0.323273505952115
"5323",200,100,0.2,0.244922394600141,0.218125451935823,0.5,602429,0.218125451935823
"5324",100,100,0.1,0.80114303803519,0.392833296564582,0,523006,0.392833296564582
"5325",200,100,0.1,0.533352308715176,0.276681901110344,0,845266,0.276681901110344
"5326",100,100,0.1,0.701685223659377,0.388445699513129,0.5,682510,0.388445699513129
"5327",200,100,0.1,0.44619245095582,0.242061293562044,0.5,196073,0.242061293562044
"5328",100,100,0.2,0.496479678811611,0.392834431209608,0,86963,0.392834431209608
"5329",100,50,0.2,0.462153859761064,0.313750646592565,0.5,576151,0.313750646592565
"5330",200,100,0.2,0.345233816395004,0.276305288114015,0,578182,0.276305288114015
"5331",100,100,0.2,0.341912302046479,0.30290024980012,0.5,234646,0.30290024980012
"5332",200,100,0.2,0.25722384415158,0.223307841614437,0.5,389257,0.223307841614437
"5333",100,100,0.1,0.911548610521013,0.386965406601418,0,953750,0.386965406601418
"5334",200,100,0.1,0.57546115283809,0.277481671100068,0,777002,0.277481671100068
"5335",100,100,0.1,0.711581979702207,0.356723945026406,0.5,594425,0.356723945026406
"5336",200,100,0.1,0.468179058211878,0.251941239382612,0.5,155299,0.251941239382612
"5337",100,100,0.2,0.473865086814677,0.391938852296044,0,96335,0.391938852296044
"5338",200,100,0.2,0.326988722283882,0.275867162685638,0,406106,0.275867162685638
"5339",100,100,0.2,0.477196660237681,0.358171331128442,0.5,791678,0.358171331128442
"5340",200,50,0.2,0.344260375659399,0.244060223477243,0.5,258756,0.244060223477243
"5341",200,100,0.2,0.26910423248664,0.22955610978725,0.5,19037,0.22955610978725
"5342",100,100,0.1,0.786614096859854,0.390793024205275,0,382493,0.390793024205275
"5343",200,100,0.1,0.551687340625575,0.277328001425182,0,839834,0.277328001425182
"5344",100,100,0.1,0.597568858996727,0.34456300605565,0.5,501684,0.34456300605565
"5345",200,100,0.1,0.396453710157641,0.242638694788192,0.5,895444,0.242638694788192
"5346",100,100,0.2,0.472513400668304,0.388248727680895,0,712815,0.388248727680895
"5347",200,100,0.2,0.331885878431827,0.277476585673548,0,558430,0.277476585673548
"5348",100,100,0.2,0.390880513676559,0.339197544647841,0.5,944497,0.339197544647841
"5349",200,100,0.2,0.240352640127753,0.213957946233441,0.5,378218,0.213957946233441
"5350",100,100,0.1,0.70756224119264,0.390701692936554,0,439649,0.390701692936554
"5351",100,50,0.1,1.39875757651896,0.392836226971869,0,159434,0.392836226971869
"5352",200,100,0.1,0.511204550573473,0.277348724942038,0,74409,0.277348724942038
"5353",100,100,0.1,0.697303207395928,0.366139354708598,0.5,659162,0.366139354708598
"5354",200,100,0.1,0.688525525037469,0.266400808095235,0.5,66352,0.266400808095235
"5355",100,100,0.2,0.471237098440117,0.390021316481229,0,300644,0.390021316481229
"5356",200,100,0.2,0.337990010357863,0.27716128730641,0,439396,0.27716128730641
"5357",100,100,0.2,0.377857667030012,0.321552871879139,0.5,361814,0.321552871879139
"5358",200,100,0.2,0.304191323343785,0.246624246785389,0.5,467810,0.246624246785389
"5359",100,100,0.1,0.971008093907508,0.388611784959611,0,286221,0.388611784959611
"5360",200,100,0.1,0.60219317441008,0.276580616400182,0,526109,0.276580616400182
"5361",100,100,0.1,0.554855042495893,0.348410658449248,0.5,209244,0.348410658449248
"5362",200,50,0.1,1.04443129069228,0.277264222824737,0,249345,0.277264222824737
"5363",200,100,0.1,0.400937916325273,0.240676072550974,0.5,557378,0.240676072550974
"5364",100,100,0.2,0.468549636204153,0.385281515381879,0,936210,0.385281515381879
"5365",200,100,0.2,0.343477095561172,0.275603915566202,0,798563,0.275603915566202
"5366",100,100,0.2,0.358723700525819,0.300142346637728,0.5,785005,0.300142346637728
"5367",200,100,0.2,0.2818562934035,0.240075555009594,0.5,991451,0.240075555009594
"5368",100,100,0.1,0.719196327182932,0.392630719377244,0,645042,0.392630719377244
"5369",200,100,0.1,0.536649015100967,0.277481506967471,0,328764,0.277481506967471
"5370",100,100,0.1,0.541461505373388,0.337235094714025,0.5,814920,0.337235094714025
"5371",200,100,0.1,0.465942674724923,0.263261385603645,0.5,796922,0.263261385603645
"5372",100,100,0.2,0.506572970035046,0.392452422571811,0,52850,0.392452422571811
"5373",100,50,0.1,0.758867907442236,0.360714058345657,0.5,218195,0.360714058345657
"5374",200,100,0.2,0.347186281354311,0.276625340817018,0,677564,0.276625340817018
"5375",100,100,0.2,0.438374211756877,0.35552838262686,0.5,129445,0.35552838262686
"5376",200,100,0.2,0.278847493143078,0.234204166532293,0.5,303582,0.234204166532293
"5377",100,100,0.1,0.675264366341638,0.368402915202689,0,192628,0.368402915202689
"5378",200,100,0.1,0.569211644200416,0.277047470678981,0,858949,0.277047470678981
"5379",100,100,0.1,0.742893518076677,0.370555851845856,0.5,147475,0.370555851845856
"5380",200,100,0.1,0.443675028112804,0.260900862736215,0.5,121411,0.260900862736215
"5381",100,100,0.2,0.480841285575538,0.39156412606925,0,848495,0.39156412606925
"5382",200,100,0.2,0.338909755742648,0.277269103969575,0,864946,0.277269103969575
"5383",100,100,0.2,0.407218655762096,0.349737182778921,0.5,605769,0.349737182778921
"5384",200,50,0.1,0.603884418988153,0.263542702542153,0.5,449658,0.263542702542153
"5385",200,100,0.2,0.284213848897427,0.236405864803754,0.5,49155,0.236405864803754
"5386",100,100,0.1,0.819251353731583,0.392828173418246,0,788792,0.392828173418246
"5387",200,100,0.1,0.535363344158872,0.277291957327096,0,489862,0.277291957327096
"5388",100,100,0.1,0.640083184477711,0.378467833877387,0.5,612712,0.378467833877387
"5389",200,100,0.1,0.485557705205822,0.253009083205915,0.5,61648,0.253009083205915
"5390",100,100,0.2,0.469919546580761,0.391575671807729,0,549664,0.391575671807729
"5391",200,100,0.2,0.342135968126511,0.277372199515788,0,971335,0.277372199515788
"5392",100,100,0.2,0.352373285258764,0.317686845386962,0.5,97771,0.317686845386962
"5393",200,100,0.2,0.294332924390292,0.248879258105502,0.5,2812,0.248879258105502
"5394",100,100,0.1,0.931119377955309,0.385844803115754,0,556045,0.385844803115754
"5395",100,50,0.2,0.53111966530216,0.378506460443203,0,763175,0.378506460443203
"5396",200,100,0.1,0.539418551774693,0.275983065716113,0,563636,0.275983065716113
"5397",100,100,0.1,0.806657513652606,0.375917663997528,0.5,877027,0.375917663997528
"5398",200,100,0.1,0.513715099841333,0.264158329523158,0.5,46726,0.264158329523158
"5399",100,100,0.2,0.447669409565205,0.389652110784639,0,532314,0.389652110784639
"5400",200,100,0.2,0.348571812887692,0.276133082349911,0,828416,0.276133082349911
"5401",100,100,0.2,0.409811928856576,0.359036662952829,0.5,663460,0.359036662952829
"5402",200,100,0.2,0.275742714934321,0.238039152315573,0.5,428322,0.238039152315573
"5403",100,100,0.1,0.838964506206529,0.392834849402676,0,488433,0.392834849402676
"5404",200,100,0.1,0.575051994932676,0.277395221521551,0,981910,0.277395221521551
"5405",100,100,0.1,0.843511771156229,0.375481822604207,0.5,942687,0.375481822604207
"5406",200,50,0.2,0.428876330951485,0.277474255828401,0,399423,0.277474255828401
"5407",200,100,0.1,0.5449465082974,0.269200521231302,0.5,620233,0.269200521231302
"5408",100,100,0.2,0.462132400056402,0.385716301073617,0,274697,0.385716301073617
"5409",200,100,0.2,0.352106917046651,0.277334671801808,0,666679,0.277334671801808
"5410",100,100,0.2,0.473991428457533,0.349995266726092,0.5,201795,0.349995266726092
"5411",200,100,0.2,0.267381795383136,0.229504001397953,0.5,292955,0.229504001397953
"5412",100,100,0.1,1.04547149708252,0.39075054670833,0,349729,0.39075054670833
"5413",200,100,0.1,0.679278047463528,0.274671521455546,0,961549,0.274671521455546
"5414",100,100,0.1,0.702175434422321,0.388292675647627,0.5,693616,0.388292675647627
"5415",200,100,0.1,0.494235346295346,0.263797912934404,0.5,430128,0.263797912934404
"5416",100,100,0.2,0.492708808698286,0.392309239846273,0,861618,0.392309239846273
"5417",100,50,0.2,0.565334049228717,0.372656032065592,0.5,277930,0.372656032065592
"5418",200,100,0.2,0.350782609653315,0.277479068621029,0,788162,0.277479068621029
"5419",100,100,0.2,0.4329352720375,0.351107101040595,0.5,831266,0.351107101040595
"5420",200,100,0.2,0.258425794855537,0.218263156907294,0.5,787498,0.218263156907294
"5421",100,100,0.1,0.764510912385132,0.392728616253077,0,596529,0.392728616253077
"5422",200,100,0.1,0.599723627390407,0.272204392291439,0,17991,0.272204392291439
"5423",100,100,0.1,0.567881425210763,0.342471132916661,0.5,205412,0.342471132916661
"5424",200,100,0.1,0.416991072254449,0.245211084792096,0.5,796112,0.245211084792096
"5425",100,100,0.2,0.480259865945777,0.391951580160821,0,460505,0.391951580160821
"5426",200,100,0.2,0.332760350402439,0.27288121109159,0,903345,0.27288121109159
"5427",100,100,0.2,0.410863540049314,0.346446769679477,0.5,466920,0.346446769679477
"5428",200,50,0.1,0.615254828005575,0.263133868336559,0.5,31517,0.263133868336559
"5429",200,50,0.2,0.371813982859681,0.258044132786434,0.5,673968,0.258044132786434
"5430",200,100,0.2,0.270372305811,0.232687256565423,0.5,681943,0.232687256565423
"5431",100,100,0.1,0.81061490525683,0.392563957878525,0,630970,0.392563957878525
"5432",200,100,0.1,0.562602203945842,0.276613643539667,0,66403,0.276613643539667
"5433",100,100,0.1,0.54214823466356,0.360284666854473,0.5,765658,0.360284666854473
"5434",200,100,0.1,0.49094767689188,0.246915203341508,0.5,120355,0.246915203341508
"5435",100,100,0.2,0.47277973466812,0.392206913275723,0,308086,0.392206913275723
"5436",200,100,0.2,0.335565021214504,0.273985597136614,0,757462,0.273985597136614
"5437",100,100,0.2,0.366841670768706,0.305510116092462,0.5,919898,0.305510116092462
"5438",200,100,0.2,0.237056994216658,0.206435129045459,0.5,724209,0.206435129045459
"5439",100,100,0.1,0.712457390994269,0.390791400037821,0,648987,0.390791400037821
"5440",100,50,0.1,1.25858774211295,0.390768647569512,0,943702,0.390768647569512
"5441",200,100,0.1,0.678922480146231,0.277444250109217,0,887019,0.277444250109217
"5442",100,100,0.1,0.587399493681622,0.36472268511913,0.5,98097,0.36472268511913
"5443",200,100,0.1,0.523412616430221,0.264823810936123,0.5,706589,0.264823810936123
"5444",100,100,0.2,0.498602874679667,0.392659461906463,0,426942,0.392659461906463
"5445",200,100,0.2,0.338161917034267,0.277453684205845,0,528365,0.277453684205845
"5446",100,100,0.2,0.337731735544036,0.29351492975176,0.5,458652,0.29351492975176
"5447",200,100,0.2,0.263635630792559,0.222272751705718,0.5,599340,0.222272751705718
"5448",100,100,0.1,0.86845898773245,0.392580164137425,0,482486,0.392580164137425
"5449",200,100,0.1,0.607609286141977,0.277476248897545,0,47992,0.277476248897545
"5450",100,100,0.1,0.573737728823895,0.359930902417314,0.5,807120,0.359930902417314
"5451",200,50,0.1,0.784549098438424,0.276497009310239,0,660661,0.276497009310239
"5452",200,100,0.1,0.563360334229275,0.264217489682681,0.5,362062,0.264217489682681
"5453",100,100,0.2,0.469781875854692,0.391503707557759,0,783193,0.391503707557759
"5454",200,100,0.2,0.333974714211674,0.27532095341326,0,683352,0.27532095341326
"5455",100,100,0.2,0.467276514573363,0.366865051924405,0.5,725981,0.366865051924405
"5456",200,100,0.2,0.299074307096361,0.23790403319955,0.5,177442,0.23790403319955
"5457",100,100,0.1,0.915602360778506,0.392826085636993,0,173467,0.392826085636993
"5458",200,100,0.1,0.667978054695705,0.277416834858952,0,173690,0.277416834858952
"5459",100,100,0.1,0.610113877873679,0.346576221444754,0.5,435824,0.346576221444754
"5460",200,100,0.1,0.461293209588921,0.248287572057954,0.5,860332,0.248287572057954
"5461",100,100,0.2,0.482679032365105,0.39269030005016,0,781973,0.39269030005016
"5462",100,50,0.1,0.869868582977846,0.377239906640968,0.5,310364,0.377239906640968
"5463",200,100,0.2,0.341429810892947,0.27685954180644,0,988173,0.27685954180644
"5464",100,100,0.2,0.395967202316974,0.340673937622363,0.5,617170,0.340673937622363
"5465",200,100,0.2,0.287371938387903,0.240696870939403,0.5,429294,0.240696870939403
"5466",100,100,0.1,0.62596550333126,0.392549720909218,0,746878,0.392549720909218
"5467",200,100,0.1,0.466419493172223,0.276918769257642,0,577792,0.276918769257642
"5468",100,100,0.1,0.554632757555243,0.337910549489575,0.5,792452,0.337910549489575
"5469",200,100,0.1,0.434402927806101,0.246472618087228,0.5,487289,0.246472618087228
"5470",100,100,0.2,0.465393983441017,0.391870430964482,0,78065,0.391870430964482
"5471",200,100,0.2,0.345262922978244,0.277464220324001,0,534404,0.277464220324001
"5472",100,100,0.2,0.384162772141093,0.332563773986507,0.5,131033,0.332563773986507
"5473",200,50,0.1,1.39891272507152,0.277457083247499,0.5,929422,0.277457083247499
"5474",200,100,0.2,0.289205597092542,0.245850674421754,0.5,244906,0.245850674421754
"5475",100,100,0.1,0.727866143652512,0.386391299797211,0,337299,0.386391299797211
"5476",200,100,0.1,0.572827961667422,0.276773311913886,0,943312,0.276773311913886
"5477",100,100,0.1,0.577366836209006,0.351421359676657,0.5,775281,0.351421359676657
"5478",200,100,0.1,0.513331570908821,0.266215019442832,0.5,689438,0.266215019442832
"5479",100,100,0.2,0.468209199227208,0.388878429204631,0,625582,0.388878429204631
"5480",200,100,0.2,0.342289326023365,0.27711241358341,0,672580,0.27711241358341
"5481",100,100,0.2,0.398105228964464,0.318879892079063,0.5,799810,0.318879892079063
"5482",200,100,0.2,0.291526955742533,0.245544859724716,0.5,428881,0.245544859724716
"5483",100,100,0.1,0.759018448622895,0.389522952128714,0,421562,0.389522952128714
"5484",100,50,0.2,0.558350483733785,0.392335808401033,0,630105,0.392335808401033
"5485",200,100,0.1,0.520322329858029,0.276153715587559,0,652539,0.276153715587559
"5486",100,100,0.1,0.976634108042874,0.392093759678553,0.5,4011,0.392093759678553
"5487",200,100,0.1,0.425708178662838,0.245360030384733,0.5,690144,0.245360030384733
"5488",100,100,0.2,0.447651421407568,0.386764964558703,0,993890,0.386764964558703
"5489",200,100,0.2,0.33204070004771,0.267432491134199,0,690093,0.267432491134199
"5490",100,100,0.2,0.354107964998425,0.305474279019428,0.5,152339,0.305474279019428
"5491",200,100,0.2,0.29251649492039,0.247320455453253,0.5,404096,0.247320455453253
"5492",100,100,0.1,0.78584969516676,0.392054571657905,0,205896,0.392054571657905
"5493",200,100,0.1,0.623455765116221,0.276926552991195,0,496522,0.276926552991195
"5494",100,100,0.1,1.06275095300382,0.389439252170235,0.5,579002,0.389439252170235
"5495",200,50,0.2,0.407891053741525,0.277133551796947,0,3493,0.277133551796947
"5496",200,100,0.1,0.329221982461461,0.223342676372756,0.5,120268,0.223342676372756
"5497",100,100,0.2,0.464952685163001,0.389187096612551,0,36369,0.389187096612551
"5498",200,100,0.2,0.341272515599572,0.276931599794032,0,557529,0.276931599794032
"5499",100,100,0.2,0.440217468573722,0.367401306117611,0.5,922906,0.367401306117611
"5500",200,100,0.2,0.295153164634256,0.239411332641767,0.5,26518,0.239411332641767
"5501",100,100,0.1,0.835625711912725,0.388866849483009,0,908666,0.388866849483009
"5502",200,100,0.1,0.54756047703028,0.275428774705033,0,616197,0.275428774705033
"5503",100,100,0.1,0.672141411801981,0.385053960292318,0.5,548191,0.385053960292318
"5504",200,100,0.1,0.570352554643641,0.266007702441017,0.5,86181,0.266007702441017
"5505",100,100,0.2,0.513270627602522,0.388464669005203,0,225696,0.388464669005203
"5506",100,50,0.2,0.486336048685696,0.341138615580116,0.5,732756,0.341138615580116
"5507",200,100,0.2,0.342479685802585,0.277202964314264,0,5554,0.277202964314264
"5508",100,100,0.2,0.345908406880763,0.304726195616956,0.5,505972,0.304726195616956
"5509",200,100,0.2,0.269401585774193,0.227926892420715,0.5,425334,0.227926892420715
"5510",100,100,0.1,0.930803697566083,0.391786055511161,0,51202,0.391786055511161
"5511",200,100,0.1,0.532394155238585,0.277132738650168,0,340103,0.277132738650168
"5512",100,100,0.1,0.892873875490873,0.384982143575685,0.5,456016,0.384982143575685
"5513",200,100,0.1,0.56367966588795,0.272302383254601,0.5,672801,0.272302383254601
"5514",100,100,0.2,0.446533805592369,0.374701798057467,0,272010,0.374701798057467
"5515",200,100,0.2,0.330528488748257,0.269959414867672,0,817054,0.269959414867672
"5516",100,100,0.2,0.371395108260957,0.311635476886721,0.5,196921,0.311635476886721
"5517",200,50,0.2,0.364625562924548,0.251762134657603,0.5,457564,0.251762134657603
"5518",200,100,0.2,0.293183544559613,0.237136856754846,0.5,706274,0.237136856754846
"5519",100,100,0.1,0.846694272926785,0.392833480128411,0,96146,0.392833480128411
"5520",200,100,0.1,0.584091920589836,0.270715849893554,0,872593,0.270715849893554
"5521",100,100,0.1,0.932583116877198,0.384911419526656,0.5,356729,0.384911419526656
"5522",200,100,0.1,0.460454810527259,0.255569206549457,0.5,498812,0.255569206549457
"5523",100,100,0.2,0.467470915371932,0.392812839529949,0,155125,0.392812839529949
"5524",200,100,0.2,0.35413688105153,0.277312282550086,0,736374,0.277312282550086
"5525",100,100,0.2,0.427230097204045,0.332976142348886,0.5,464181,0.332976142348886
"5526",200,100,0.2,0.265241789906074,0.233772218827027,0.5,501626,0.233772218827027
"5527",100,100,0.1,0.840726556910749,0.392528176822328,0,440867,0.392528176822328
"5528",100,50,0.1,1.19823598076541,0.392498482586584,0,46697,0.392498482586584
"5529",200,100,0.1,0.5513487217797,0.276915083132507,0,24366,0.276915083132507
"5530",100,100,0.1,0.485543269146005,0.331805321997011,0.5,257411,0.331805321997011
"5531",200,100,0.1,0.429124587477133,0.249707923716064,0.5,436220,0.249707923716064
"5532",100,100,0.2,0.486147737371919,0.388368854432555,0,126970,0.388368854432555
"5533",200,100,0.2,0.336604373787532,0.276521424834267,0,801786,0.276521424834267
"5534",100,100,0.2,0.379963635730102,0.329330326272392,0.5,276261,0.329330326272392
"5535",200,100,0.2,0.274947971719446,0.233389045724659,0.5,795597,0.233389045724659
"5536",100,100,0.1,0.668310994394507,0.390218786415817,0,768074,0.390218786415817
"5537",200,100,0.1,0.555743684928065,0.275585368175186,0,302459,0.275585368175186
"5538",100,100,0.1,0.627967591507043,0.356646913738238,0.5,181029,0.356646913738238
"5539",100,50,0.2,0.550145325739853,0.390412024117273,0,590363,0.390412024117273
"5540",200,50,0.1,0.764637949626072,0.276043774316588,0,951958,0.276043774316588
"5541",200,100,0.1,0.491906600200984,0.261442829028561,0.5,797021,0.261442829028561
"5542",100,100,0.2,0.455764422800978,0.392803406605893,0,100788,0.392803406605893
"5543",200,100,0.2,0.338064645832382,0.277293159483945,0,263517,0.277293159483945
"5544",100,100,0.2,0.423986695532519,0.34178441425642,0.5,639948,0.34178441425642
"5545",200,100,0.2,0.31340983073889,0.257786273104313,0.5,730183,0.257786273104313
"5546",100,100,0.1,0.830709022455832,0.392446911629901,0,644262,0.392446911629901
"5547",200,100,0.1,0.586832410318208,0.276052924300176,0,290628,0.276052924300176
"5548",100,100,0.1,0.564940555395928,0.355126532127175,0.5,870686,0.355126532127175
"5549",200,100,0.1,0.564221829791572,0.265052396784038,0.5,482315,0.265052396784038
"5550",100,100,0.2,0.471709773315622,0.391977872343761,0,62506,0.391977872343761
"5551",100,50,0.1,0.701896362124493,0.361989980838487,0.5,401530,0.361989980838487
"5552",200,100,0.2,0.330161618049634,0.277473322538192,0,743679,0.277473322538192
"5553",100,100,0.2,0.39609836560619,0.332961718735771,0.5,450927,0.332961718735771
"5554",200,100,0.2,0.271937960160354,0.229334705772218,0.5,96952,0.229334705772218
"5555",100,100,0.1,0.912570884329537,0.390913599464272,0,306340,0.390913599464272
"5556",200,100,0.1,0.463823005324749,0.277258985379204,0,549642,0.277258985379204
"5557",100,100,0.1,0.682033035097904,0.372748190313965,0.5,366155,0.372748190313965
"5558",200,100,0.1,0.455708438654983,0.255143950820052,0.5,914709,0.255143950820052
"5559",100,100,0.2,0.445889082859977,0.377657646992458,0,143590,0.377657646992458
"5560",200,100,0.2,0.33422505925045,0.276524367949425,0,155933,0.276524367949425
"5561",100,100,0.2,0.441576226528494,0.356523631576145,0.5,289836,0.356523631576145
"5562",200,50,0.1,0.866557714016727,0.270228597530129,0.5,409339,0.270228597530129
"5563",200,100,0.2,0.273348295085878,0.228156252852321,0.5,147803,0.228156252852321
"5564",100,100,0.1,0.78167200908944,0.387228280862103,0,102880,0.387228280862103
"5565",200,100,0.1,0.593289845050148,0.276576178407357,0,696681,0.276576178407357
"5566",100,100,0.1,1.26089077516129,0.388129312535583,0.5,24027,0.388129312535583
"5567",200,100,0.1,0.458994402144377,0.258351036193598,0.5,767471,0.258351036193598
"5568",100,100,0.2,0.469931929729901,0.392389584374236,0,352562,0.392389584374236
"5569",200,100,0.2,0.330130735758633,0.275244811699238,0,691784,0.275244811699238
"5570",100,100,0.2,0.37016468413035,0.319423812840966,0.5,133374,0.319423812840966
"5571",200,100,0.2,0.278314123275053,0.23919497501443,0.5,661821,0.23919497501443
"5572",100,100,0.1,0.749527592948764,0.390663991140129,0,533887,0.390663991140129
"5573",100,50,0.2,0.611951840657934,0.389370688731176,0,403945,0.389370688731176
"5574",200,100,0.1,0.511799635919304,0.276279306778211,0,739906,0.276279306778211
"5575",100,100,0.1,0.864846731521576,0.389337383505633,0.5,436373,0.389337383505633
"5576",200,100,0.1,0.56791500006488,0.269552411086635,0.5,718307,0.269552411086635
"5577",100,100,0.2,0.496104850569734,0.392282640668016,0,674106,0.392282640668016
"5578",200,100,0.2,0.341578410299572,0.27738598161774,0,13379,0.27738598161774
"5579",100,100,0.2,0.433256006754414,0.345708468951885,0.5,796562,0.345708468951885
"5580",200,100,0.2,0.250993667849379,0.219307822097815,0.5,189873,0.219307822097815
"5581",100,100,0.1,0.774045620526131,0.391914399292664,0,587780,0.391914399292664
"5582",200,100,0.1,0.562643600544365,0.275803428198316,0,947857,0.275803428198316
"5583",100,100,0.1,0.759761333423835,0.364496449288392,0.5,753037,0.364496449288392
"5584",200,50,0.2,0.403972866904263,0.276866030448905,0,241004,0.276866030448905
"5585",200,100,0.1,0.485927447076439,0.264522447033998,0.5,68662,0.264522447033998
"5586",100,100,0.2,0.473270514125472,0.389293683193716,0,624602,0.389293683193716
"5587",200,100,0.2,0.334835536137421,0.276772500240792,0,855105,0.276772500240792
"5588",100,100,0.2,0.448623073707957,0.363278371556299,0.5,29312,0.363278371556299
"5589",200,100,0.2,0.29198598932162,0.236688615562153,0.5,242339,0.236688615562153
"5590",100,100,0.1,0.779059686455424,0.376800349395799,0,951387,0.376800349395799
"5591",200,100,0.1,0.533185368361838,0.272310392454448,0,469038,0.272310392454448
"5592",100,100,0.1,0.658378975278912,0.35628015200457,0.5,491903,0.35628015200457
"5593",200,100,0.1,0.514684382430817,0.258639219339225,0.5,828671,0.258639219339225
"5594",100,100,0.2,0.469329361957598,0.390933599866183,0,279030,0.390933599866183
"5595",100,50,0.2,0.561708370772811,0.375962883456306,0.5,654019,0.375962883456306
"5596",200,100,0.2,0.355216844384368,0.274359531985536,0,926127,0.274359531985536
"5597",100,100,0.2,0.379054859638414,0.320737567657843,0.5,417151,0.320737567657843
"5598",200,100,0.2,0.304021974587362,0.244616975529666,0.5,223700,0.244616975529666
"5599",100,100,0.1,0.758273449794846,0.392824617580121,0,126524,0.392824617580121
"5600",200,100,0.1,0.558520732960091,0.2745357537342,0,237810,0.2745357537342
"5601",100,100,0.1,0.635225234488022,0.369891977693964,0.5,569927,0.369891977693964
"5602",200,100,0.1,0.633893182152666,0.261384575470947,0.5,24410,0.261384575470947
"5603",100,100,0.2,0.474020292994522,0.390426451061507,0,295655,0.390426451061507
"5604",200,100,0.2,0.34350684907891,0.275954320713482,0,423676,0.275954320713482
"5605",100,100,0.2,0.420324807310921,0.342826078946092,0.5,858147,0.342826078946092
"5606",200,50,0.2,0.380826101959504,0.253829521899147,0.5,586011,0.253829521899147
"5607",200,100,0.2,0.249903959440431,0.210743619295625,0.5,323624,0.210743619295625
"5608",100,100,0.1,0.691015339914851,0.391212517099886,0,995974,0.391212517099886
"5609",200,100,0.1,0.667400301198143,0.27676942289125,0,813526,0.27676942289125
"5610",100,100,0.1,0.726211277523215,0.373560718221106,0.5,848081,0.373560718221106
"5611",200,100,0.1,0.422204304262366,0.242194331499669,0.5,985174,0.242194331499669
"5612",100,100,0.2,0.494157541965305,0.389653896513116,0,401213,0.389653896513116
"5613",200,100,0.2,0.345749183279153,0.275533550076901,0,980533,0.275533550076901
"5614",100,100,0.2,0.336324275346198,0.292037642393824,0.5,412400,0.292037642393824
"5615",200,100,0.2,0.280471114246826,0.227416736334998,0.5,361190,0.227416736334998
"5616",100,100,0.1,0.830588247938904,0.390487080546406,0,16309,0.390487080546406
"5617",100,50,0.1,1.30253585891142,0.387936924792635,0,692583,0.387936924792635
"5618",200,100,0.1,0.478545017528067,0.274888482043061,0,620850,0.274888482043061
"5619",100,100,0.1,0.672263815428623,0.360119058490095,0.5,929980,0.360119058490095
"5620",200,100,0.1,0.479715496539016,0.253329464719685,0.5,98122,0.253329464719685
"5621",100,100,0.2,0.460093168992297,0.39204240778721,0,538928,0.39204240778721
"5622",200,100,0.2,0.327834153581826,0.276830131377145,0,585923,0.276830131377145
"5623",100,100,0.2,0.365838512064703,0.310624489783066,0.5,481624,0.310624489783066
"5624",200,100,0.2,0.325892099057391,0.254928706146818,0.5,970462,0.254928706146818
"5625",100,100,0.1,0.928485427867186,0.387871549322198,0,574756,0.387871549322198
"5626",200,100,0.1,0.597226480415583,0.276721382675459,0,337504,0.276721382675459
"5627",100,100,0.1,0.833697312145378,0.380181261936661,0.5,370516,0.380181261936661
"5628",200,50,0.1,0.993568772866235,0.277347688929326,0,22340,0.277347688929326
"5629",200,100,0.1,0.440017973722298,0.258482229903981,0.5,831543,0.258482229903981
"5630",100,100,0.2,0.457267899396486,0.39100545226403,0,659513,0.39100545226403
"5631",200,100,0.2,0.355611956376217,0.277371835470614,0,570869,0.277371835470614
"5632",100,100,0.2,0.410291139061758,0.330635582834609,0.5,862970,0.330635582834609
"5633",200,100,0.2,0.288245585368413,0.240118102633963,0.5,38036,0.240118102633963
"5634",100,100,0.1,0.776008994662229,0.38826174106538,0,407008,0.38826174106538
"5635",200,100,0.1,0.536475205825454,0.277457335508646,0,825330,0.277457335508646
"5636",100,100,0.1,0.544335516183778,0.330385984425389,0.5,418803,0.330385984425389
"5637",200,100,0.1,0.459938506093645,0.254082555200229,0.5,261867,0.254082555200229
