"","I","L","SNR","ci_width","samp","t.rho","seeds","samp.1"
"13349",100,200,0.2,0.3655137795807,0.336416540789822,0.5,24280,0.336416540789822
"13350",200,200,0.2,0.262613247159656,0.238599239109966,0.5,314306,0.238599239109966
"13351",100,200,0.1,0.622424719142071,0.392563297638878,0,446107,0.392563297638878
"13352",200,200,0.1,0.374024204691011,0.273015390103022,0,447294,0.273015390103022
"13353",100,200,0.1,0.473989365892389,0.344097126782763,0.5,783388,0.344097126782763
"13354",200,50,0.1,1.49647962850781,0.277454169048655,0,34890,0.277454169048655
"13355",200,200,0.1,0.319436850709774,0.23134660537109,0.5,682894,0.23134660537109
"13356",100,200,0.2,0.442652146069219,0.389691679672574,0,224245,0.389691679672574
"13357",200,200,0.2,0.301829552758479,0.276259802539421,0,791611,0.276259802539421
"13358",100,200,0.2,0.318234142402215,0.299360940657956,0.5,613593,0.299360940657956
"13359",200,200,0.2,0.250042954902832,0.232158559336708,0.5,698008,0.232158559336708
"13360",100,200,0.1,0.515431707453755,0.385111066222509,0,905381,0.385111066222509
"13361",200,200,0.1,0.42358786876456,0.276509754362538,0,222676,0.276509754362538
"13362",100,200,0.1,0.379596076136251,0.294910210724871,0.5,359170,0.294910210724871
"13363",200,200,0.1,0.338172864055363,0.241234198545907,0.5,497951,0.241234198545907
"13364",100,200,0.2,0.422804893761991,0.388713157541182,0,591412,0.388713157541182
"13365",100,50,0.1,1.25661512442496,0.382422588657772,0.5,449394,0.382422588657772
"13366",200,200,0.2,0.307184065482845,0.277455534201294,0,915936,0.277455534201294
"13367",100,200,0.2,0.366301440213989,0.335079046223931,0.5,2797,0.335079046223931
"13368",200,200,0.2,0.215598701724778,0.203333625637365,0.5,210879,0.203333625637365
"13369",100,200,0.1,0.64395228426684,0.38868815676276,0,383761,0.38868815676276
"13370",200,200,0.1,0.427050020578596,0.277386596135578,0,105641,0.277386596135578
"13371",100,200,0.1,0.51710713365573,0.356405005176848,0.5,595748,0.356405005176848
"13372",200,200,0.1,0.340912434481288,0.248066922765184,0.5,577025,0.248066922765184
"13373",100,200,0.2,0.443017357953399,0.392381374061667,0,773731,0.392381374061667
"13374",200,200,0.2,0.30481587756816,0.277028329977892,0,922641,0.277028329977892
"13375",100,200,0.2,0.32590070817614,0.294680371870818,0.5,99023,0.294680371870818
"13376",200,50,0.1,0.94532829566622,0.275291269656361,0.5,530475,0.275291269656361
"13377",200,200,0.2,0.204904644946289,0.194849011769252,0.5,658055,0.194849011769252
"13378",100,200,0.1,0.596241294927751,0.390012997791627,0,707249,0.390012997791627
"13379",200,200,0.1,0.399023716799335,0.277290764530343,0,357867,0.277290764530343
"13380",100,200,0.1,0.546970692579284,0.347619316359573,0.5,777765,0.347619316359573
"13381",200,200,0.1,0.305053407730795,0.23841938479048,0.5,162327,0.23841938479048
"13382",100,200,0.2,0.436442111578977,0.392677466227851,0,990841,0.392677466227851
"13383",200,200,0.2,0.311102061693254,0.277221662119078,0,415865,0.277221662119078
"13384",100,200,0.2,0.360035624469139,0.324458899804137,0.5,636120,0.324458899804137
"13385",200,200,0.2,0.265823317971383,0.240608942827695,0.5,527748,0.240608942827695
"13386",100,200,0.1,0.591783763344061,0.388694766803185,0,164898,0.388694766803185
"13387",100,50,0.2,0.605233415330478,0.392768636968619,0,251346,0.392768636968619
"13388",200,200,0.1,0.385889411292237,0.271294870619799,0,201870,0.271294870619799
"13389",100,200,0.1,0.54073966629154,0.356961522164481,0.5,820265,0.356961522164481
"13390",200,200,0.1,0.307360445903321,0.233173560873607,0.5,106952,0.233173560873607
"13391",100,200,0.2,0.429820293599012,0.392180189293434,0,420454,0.392180189293434
"13392",200,200,0.2,0.303928060900582,0.276629046288716,0,703358,0.276629046288716
"13393",100,200,0.2,0.321030085573505,0.29405651669693,0.5,785532,0.29405651669693
"13394",200,200,0.2,0.239889286649037,0.219397342810844,0.5,802429,0.219397342810844
"13395",100,200,0.1,0.545265015028374,0.379514083452962,0,404053,0.379514083452962
"13396",200,200,0.1,0.414064670800575,0.275733260185974,0,240650,0.275733260185974
"13397",100,200,0.1,0.412681645033642,0.310426608636772,0.5,167380,0.310426608636772
"13398",200,50,0.2,0.37865337601186,0.273143384626187,0,930266,0.273143384626187
"13399",200,200,0.1,0.319800500614897,0.23943038203847,0.5,471073,0.23943038203847
"13400",100,200,0.2,0.436221725401884,0.391780095229067,0,701081,0.391780095229067
"13401",200,200,0.2,0.323585526940319,0.276807659336576,0,223727,0.276807659336576
"13402",100,200,0.2,0.368476615273822,0.344927204802084,0.5,793369,0.344927204802084
"13403",200,200,0.2,0.228091717979474,0.218918545642525,0.5,64420,0.218918545642525
"13404",100,200,0.1,0.626382906839366,0.392081268676728,0,407525,0.392081268676728
"13405",200,200,0.1,0.40073623357729,0.273972289611891,0,669946,0.273972289611891
"13406",100,200,0.1,0.453044288970304,0.32249026033955,0.5,993454,0.32249026033955
"13407",200,200,0.1,0.370322599878542,0.253364733831779,0.5,653655,0.253364733831779
"13408",100,200,0.2,0.424087669030061,0.392771751763822,0,373422,0.392771751763822
"13409",100,50,0.2,0.577023305517868,0.380527293595598,0.5,395651,0.380527293595598
"13410",200,200,0.2,0.302509068510981,0.277480023564861,0,521900,0.277480023564861
"13411",100,200,0.2,0.395077639180315,0.347591510573771,0.5,498224,0.347591510573771
"13412",200,200,0.2,0.251591947774803,0.22932717011023,0.5,351984,0.22932717011023
"13413",100,200,0.1,0.647221750258264,0.392454324607953,0,483963,0.392454324607953
"13414",200,200,0.1,0.455050557115485,0.273621493923231,0,126496,0.273621493923231
"13415",100,200,0.1,0.477632021585001,0.328397601148095,0.5,563149,0.328397601148095
"13416",200,200,0.1,0.316850458985145,0.235943603291107,0.5,22891,0.235943603291107
"13417",100,200,0.2,0.436043777324501,0.391727560400165,0,965920,0.391727560400165
"13418",200,200,0.2,0.32419522604775,0.277126338419117,0,586136,0.277126338419117
"13419",100,200,0.2,0.38150272364246,0.341696752396097,0.5,530242,0.341696752396097
"13420",200,50,0.1,0.640276390136362,0.269354249119127,0.5,254941,0.269354249119127
"13421",200,50,0.2,0.382193333959747,0.253759327037857,0.5,497469,0.253759327037857
"13422",200,200,0.2,0.233249007736823,0.21473468687342,0.5,419175,0.21473468687342
"13423",100,200,0.1,0.575970731126422,0.392288070859909,0,956105,0.392288070859909
"13424",200,200,0.1,0.398165659894112,0.275884695480458,0,474923,0.275884695480458
"13425",100,200,0.1,0.556285514291894,0.38082939086924,0.5,796726,0.38082939086924
"13426",200,200,0.1,0.328478976467799,0.234364992506569,0.5,851443,0.234364992506569
"13427",100,200,0.2,0.435935710339142,0.39176220169131,0,376021,0.39176220169131
"13428",200,200,0.2,0.318334393355145,0.277444216537547,0,337316,0.277444216537547
"13429",100,200,0.2,0.362999478792553,0.334274137036941,0.5,131127,0.334274137036941
"13430",200,200,0.2,0.211126580504165,0.199496526024837,0.5,637593,0.199496526024837
"13431",100,200,0.1,0.584950078064997,0.391181132236406,0,869083,0.391181132236406
"13432",100,50,0.1,1.55785550800458,0.390812533882763,0,189861,0.390812533882763
"13433",200,200,0.1,0.439497732125012,0.274201985895923,0,767094,0.274201985895923
"13434",100,200,0.1,0.503535433143696,0.365633360083511,0.5,843506,0.365633360083511
"13435",200,200,0.1,0.360882975740806,0.249035232881466,0.5,96855,0.249035232881466
"13436",100,200,0.2,0.42499343643905,0.39142305911835,0,657843,0.39142305911835
"13437",200,200,0.2,0.303627747626567,0.276815098417369,0,335082,0.276815098417369
"13438",100,200,0.2,0.379331954577444,0.34947645042145,0.5,426551,0.34947645042145
"13439",200,200,0.2,0.228330329845333,0.215031947444855,0.5,172305,0.215031947444855
"13440",100,200,0.1,0.601870548644793,0.389625477242946,0,108142,0.389625477242946
"13441",200,200,0.1,0.405369564457469,0.276479838345373,0,968330,0.276479838345373
"13442",100,200,0.1,0.607833002534044,0.374494574184452,0.5,731469,0.374494574184452
"13443",200,50,0.1,1.14416048689446,0.276252241601373,0,933075,0.276252241601373
"13444",200,200,0.1,0.309082122773796,0.234721994296092,0.5,349246,0.234721994296092
"13445",100,200,0.2,0.430148365916628,0.368072052904383,0,736633,0.368072052904383
"13446",200,200,0.2,0.300467125783078,0.277137985109135,0,496018,0.277137985109135
"13447",100,200,0.2,0.352214107838833,0.331677793869131,0.5,403073,0.331677793869131
"13448",200,200,0.2,0.25596378375436,0.223779667698801,0.5,285165,0.223779667698801
"13449",100,200,0.1,0.547253670296363,0.38263788818573,0,107787,0.38263788818573
"13450",200,200,0.1,0.415395431084817,0.277139286087426,0,147904,0.277139286087426
"13451",100,200,0.1,0.441289656993643,0.335684141181641,0.5,380747,0.335684141181641
"13452",200,200,0.1,0.361724395306208,0.245106859972505,0.5,473465,0.245106859972505
"13453",100,200,0.2,0.426972514319505,0.389272214824517,0,134853,0.389272214824517
"13454",100,50,0.1,0.963721919053407,0.382205571298413,0.5,332039,0.382205571298413
"13455",200,200,0.2,0.307071439188251,0.275946335161689,0,156764,0.275946335161689
"13456",100,200,0.2,0.354092504965746,0.318176558239867,0.5,140468,0.318176558239867
"13457",200,200,0.2,0.274044125191067,0.244475836188989,0.5,517688,0.244475836188989
"13458",100,200,0.1,0.518671710006319,0.392465852818334,0,697088,0.392465852818334
"13459",200,200,0.1,0.393173312883854,0.276330446517362,0,627770,0.276330446517362
"13460",100,200,0.1,0.527540615108003,0.372444255324321,0.5,855985,0.372444255324321
"13461",200,200,0.1,0.340788455963827,0.240426658376583,0.5,710442,0.240426658376583
"13462",100,200,0.2,0.422121298581042,0.388159701612884,0,58945,0.388159701612884
"13463",200,200,0.2,0.306530839635525,0.277463203168991,0,371088,0.277463203168991
"13464",100,200,0.2,0.281286119000265,0.261686503419451,0.5,218494,0.261686503419451
"13465",200,50,0.1,0.780935239895611,0.275181539694076,0.5,769040,0.275181539694076
"13466",200,200,0.2,0.262032138751366,0.241741090164687,0.5,797281,0.241741090164687
"13467",100,200,0.1,0.649181755145109,0.392834977838044,0,68477,0.392834977838044
"13468",200,200,0.1,0.399453474526591,0.275308402825086,0,263729,0.275308402825086
"13469",100,200,0.1,0.425938637496777,0.326953830476333,0.5,865634,0.326953830476333
"13470",200,200,0.1,0.336120812887123,0.245827718395625,0.5,672951,0.245827718395625
"13471",100,200,0.2,0.414073035348613,0.385682127314681,0,806112,0.385682127314681
"13472",200,200,0.2,0.283524514012585,0.266083589579205,0,112700,0.266083589579205
"13473",100,200,0.2,0.411915026296397,0.372748207505056,0.5,658185,0.372748207505056
"13474",200,200,0.2,0.239852514828543,0.219246241761912,0.5,282305,0.219246241761912
"13475",100,200,0.1,0.576559578108713,0.392629427534452,0,484544,0.392629427534452
"13476",100,50,0.2,0.531341813130252,0.391129542333496,0,274584,0.391129542333496
"13477",200,200,0.1,0.412942020521981,0.275285923407745,0,488188,0.275285923407745
"13478",100,200,0.1,0.509521621700548,0.361428283872591,0.5,785967,0.361428283872591
"13479",200,200,0.1,0.331925972021928,0.246182116614919,0.5,325310,0.246182116614919
"13480",100,200,0.2,0.438984197788561,0.392699252077673,0,193851,0.392699252077673
"13481",200,200,0.2,0.303792348555043,0.275483751695534,0,736396,0.275483751695534
"13482",100,200,0.2,0.400098122510483,0.368346177821372,0.5,73025,0.368346177821372
"13483",200,200,0.2,0.226586179446498,0.212104084039356,0.5,284883,0.212104084039356
"13484",100,200,0.1,0.626561988683924,0.390237807018932,0,491377,0.390237807018932
"13485",200,200,0.1,0.436113395498109,0.276621276458293,0,909758,0.276621276458293
"13486",100,200,0.1,0.433327431048714,0.326505098996488,0.5,794661,0.326505098996488
"13487",200,50,0.2,0.422015060174304,0.277278253165174,0,178858,0.277278253165174
"13488",200,200,0.1,0.334272253026635,0.232146696189632,0.5,322522,0.232146696189632
"13489",100,200,0.2,0.436626485210484,0.392053779471082,0,486414,0.392053779471082
"13490",200,200,0.2,0.308750594350073,0.277154020585446,0,743114,0.277154020585446
"13491",100,200,0.2,0.289307077251837,0.270236383049235,0.5,344322,0.270236383049235
"13492",200,200,0.2,0.201822018977724,0.19192905130343,0.5,486855,0.19192905130343
"13493",100,200,0.1,0.531081616928767,0.391352421484396,0,801158,0.391352421484396
"13494",200,200,0.1,0.386374165078189,0.276797521166269,0,850524,0.276797521166269
"13495",100,200,0.1,0.530815412236019,0.377998880264137,0.5,124921,0.377998880264137
"13496",200,200,0.1,0.315258993030997,0.237258903330351,0.5,824272,0.237258903330351
"13497",100,200,0.2,0.438802826416756,0.390451579334531,0,952167,0.390451579334531
"13498",100,50,0.2,0.511931383537816,0.356245625202571,0.5,49268,0.356245625202571
"13499",200,200,0.2,0.298026661823204,0.277204282671711,0,973035,0.277204282671711
"13500",100,200,0.2,0.355627653332182,0.323081053028017,0.5,191899,0.323081053028017
"13501",200,200,0.2,0.232190969452742,0.219637026954253,0.5,475073,0.219637026954253
"13502",100,200,0.1,0.613681555063362,0.389476840130861,0,723725,0.389476840130861
"13503",200,200,0.1,0.404729942441979,0.274344899741072,0,287319,0.274344899741072
"13504",100,200,0.1,0.483771793688659,0.332153277622574,0.5,333376,0.332153277622574
"13505",200,200,0.1,0.356543914281637,0.250964862467834,0.5,959747,0.250964862467834
"13506",100,200,0.2,0.412044815014831,0.390997518509306,0,247587,0.390997518509306
"13507",200,200,0.2,0.315214242141132,0.276398664283898,0,997701,0.276398664283898
"13508",100,200,0.2,0.368695474764351,0.330094461863502,0.5,364280,0.330094461863502
"13509",200,50,0.2,0.30939324466399,0.23415184386259,0.5,221211,0.23415184386259
"13510",200,200,0.2,0.236848835463963,0.216156151733701,0.5,279509,0.216156151733701
"13511",100,200,0.1,0.566138419825407,0.38732354631398,0,737648,0.38732354631398
"13512",200,200,0.1,0.408998593101444,0.275832439574668,0,482008,0.275832439574668
"13513",100,200,0.1,0.44359730105785,0.342242343935389,0.5,769597,0.342242343935389
"13514",200,200,0.1,0.376201739785524,0.251183119690082,0.5,202928,0.251183119690082
"13515",100,200,0.2,0.440744151870773,0.392835090306613,0,839959,0.392835090306613
"13516",200,200,0.2,0.303660850978376,0.272825289293624,0,522343,0.272825289293624
"13517",100,200,0.2,0.378127216232381,0.349729280164145,0.5,48347,0.349729280164145
"13518",200,200,0.2,0.258931396941873,0.237753151059874,0.5,311752,0.237753151059874
"13519",100,200,0.1,0.59062242647559,0.392804892107455,0,120523,0.392804892107455
"13520",100,50,0.1,1.38314645515971,0.386391223314597,0,976148,0.386391223314597
"13521",200,200,0.1,0.465506564568411,0.274752280635248,0,868026,0.274752280635248
"13522",100,200,0.1,0.588860231967467,0.359431626610125,0.5,741789,0.359431626610125
"13523",200,200,0.1,0.350194137912829,0.232508656233021,0.5,65011,0.232508656233021
"13524",100,200,0.2,0.437020347131414,0.391570557105553,0,476340,0.391570557105553
"13525",200,200,0.2,0.305319141198691,0.277158622181526,0,488156,0.277158622181526
"13526",100,200,0.2,0.373653602752236,0.335571302261576,0.5,145126,0.335571302261576
"13527",200,200,0.2,0.248163812766253,0.22116118467601,0.5,281768,0.22116118467601
"13528",100,200,0.1,0.579182086507952,0.378227057814382,0,341522,0.378227057814382
"13529",200,200,0.1,0.391689784811417,0.276121331936927,0,594092,0.276121331936927
"13530",100,200,0.1,0.487869178894498,0.35611541572755,0.5,974856,0.35611541572755
"13531",100,50,0.2,0.587267951202266,0.390876395008046,0,245598,0.390876395008046
"13532",200,50,0.1,0.817490805598428,0.277445504158963,0,546885,0.277445504158963
"13533",200,200,0.1,0.322374401803551,0.236498015383863,0.5,184956,0.236498015383863
"13534",100,200,0.2,0.435444392602348,0.39191910339335,0,541781,0.39191910339335
"13535",200,200,0.2,0.305090981156069,0.275699559871612,0,475918,0.275699559871612
"13536",100,200,0.2,0.34812876537491,0.323277145616501,0.5,651232,0.323277145616501
"13537",200,200,0.2,0.272618578670789,0.242730936672208,0.5,428097,0.242730936672208
"13538",100,200,0.1,0.523877100649475,0.374654809512628,0,391733,0.374654809512628
"13539",200,200,0.1,0.420736699057008,0.277475051942503,0,336890,0.277475051942503
"13540",100,200,0.1,0.504637385935757,0.327297085346818,0.5,855688,0.327297085346818
"13541",200,200,0.1,0.317122833618653,0.228614945473448,0.5,380808,0.228614945473448
"13542",100,200,0.2,0.439047222675741,0.392806620151894,0,190300,0.392806620151894
"13543",100,50,0.1,1.61311786329236,0.385888722452381,0.5,445109,0.385888722452381
"13544",200,200,0.2,0.310778644885184,0.277456767180142,0,129147,0.277456767180142
"13545",100,200,0.2,0.288940664982519,0.265656549485479,0.5,395039,0.265656549485479
"13546",200,200,0.2,0.252390041407579,0.232059536971236,0.5,152028,0.232059536971236
"13547",100,200,0.1,0.610339220276896,0.387142764368855,0,252329,0.387142764368855
"13548",200,200,0.1,0.390713936149687,0.276129795624461,0,270486,0.276129795624461
"13549",100,200,0.1,0.506956028957563,0.359736963335661,0.5,624216,0.359736963335661
"13550",200,200,0.1,0.369194043078286,0.241921884915219,0.5,564662,0.241921884915219
"13551",100,200,0.2,0.419721927776276,0.389632411964497,0,850325,0.389632411964497
"13552",200,200,0.2,0.310751785968973,0.277396899131106,0,252800,0.277396899131106
"13553",100,200,0.2,0.362523440910007,0.334312046102953,0.5,427364,0.334312046102953
"13554",200,50,0.1,0.661867250015858,0.264915334796129,0.5,34868,0.264915334796129
"13555",200,200,0.2,0.240349583230092,0.222148448256518,0.5,564307,0.222148448256518
"13556",100,200,0.1,0.593367658192252,0.392756317584291,0,752194,0.392756317584291
"13557",200,200,0.1,0.392457872290771,0.276429088385392,0,54027,0.276429088385392
"13558",100,200,0.1,0.530152090889349,0.357406513151011,0.5,756441,0.357406513151011
"13559",200,200,0.1,0.337390231159095,0.255112474069803,0.5,178394,0.255112474069803
"13560",100,200,0.2,0.407497012630349,0.372840458490222,0,518876,0.372840458490222
"13561",200,200,0.2,0.302138438312963,0.277258918001441,0,456137,0.277258918001441
"13562",100,200,0.2,0.328680920479226,0.307524672596852,0.5,139742,0.307524672596852
"13563",200,200,0.2,0.235173321930196,0.217705260903849,0.5,230486,0.217705260903849
"13564",100,200,0.1,0.513530997923536,0.371697840342186,0,64158,0.371697840342186
"13565",100,50,0.2,0.611671720182983,0.384486681950259,0,123755,0.384486681950259
"13566",200,200,0.1,0.426546802003134,0.277416514018835,0,922584,0.277416514018835
"13567",100,200,0.1,0.540934316015945,0.366644586934797,0.5,64433,0.366644586934797
"13568",200,200,0.1,0.36688428647771,0.246323247480223,0.5,602089,0.246323247480223
"13569",100,200,0.2,0.420903167698012,0.386547031035036,0,640705,0.386547031035036
"13570",200,200,0.2,0.300466230565662,0.271237017834723,0,273165,0.271237017834723
"13571",100,200,0.2,0.366381544703854,0.325118586868562,0.5,593727,0.325118586868562
"13572",200,200,0.2,0.225592807035817,0.206992158355345,0.5,672632,0.206992158355345
"13573",100,200,0.1,0.568649584857053,0.375470522316927,0,755262,0.375470522316927
"13574",200,200,0.1,0.388070621403617,0.276369573849295,0,409980,0.276369573849295
"13575",100,200,0.1,0.488869496542384,0.347284295669151,0.5,378145,0.347284295669151
"13576",200,50,0.2,0.406259940690406,0.274222901980644,0,54381,0.274222901980644
"13577",200,200,0.1,0.33470862980193,0.233776468709599,0.5,633575,0.233776468709599
"13578",100,200,0.2,0.435366780198061,0.392618356631529,0,687694,0.392618356631529
"13579",200,200,0.2,0.296196261779198,0.267417516791772,0,563922,0.267417516791772
"13580",100,200,0.2,0.271874794781555,0.26344267556436,0.5,479844,0.26344267556436
"13581",200,200,0.2,0.27025145461357,0.238894373078553,0.5,822647,0.238894373078553
"13582",100,200,0.1,0.587146716320015,0.38805490894472,0,531732,0.38805490894472
"13583",200,200,0.1,0.384709603861314,0.276413993409423,0,472833,0.276413993409423
"13584",100,200,0.1,0.400348743041189,0.304424824398336,0.5,323794,0.304424824398336
"13585",200,200,0.1,0.2872995623701,0.220593299380225,0.5,824760,0.220593299380225
"13586",100,200,0.2,0.446652097570558,0.39155306018618,0,501548,0.39155306018618
"13587",100,50,0.2,0.500925060003446,0.350610767385883,0.5,954026,0.350610767385883
"13588",200,200,0.2,0.303886530546686,0.277229689885074,0,549391,0.277229689885074
"13589",100,200,0.2,0.23504595112495,0.225486583197521,0.5,222782,0.225486583197521
"13590",200,200,0.2,0.278519547416803,0.249215383502214,0.5,631979,0.249215383502214
"13591",100,200,0.1,0.528543933306364,0.380318694668753,0,856339,0.380318694668753
"13592",200,200,0.1,0.394342141396957,0.274477713638713,0,479511,0.274477713638713
"13593",100,200,0.1,0.484210561838,0.33937477820861,0.5,801956,0.33937477820861
"13594",200,200,0.1,0.350840186653532,0.244345896963149,0.5,859900,0.244345896963149
"13595",100,200,0.2,0.421471263869294,0.392776478288865,0,462618,0.392776478288865
"13596",200,200,0.2,0.314660264475277,0.276734900309822,0,552345,0.276734900309822
"13597",100,200,0.2,0.383549400607185,0.341849735871273,0.5,346375,0.341849735871273
"13598",200,50,0.2,0.411127447072649,0.264808027259017,0.5,252452,0.264808027259017
"13599",200,200,0.2,0.225196194190844,0.211712513410567,0.5,586604,0.211712513410567
"13600",100,200,0.1,0.615346245369387,0.391753431647974,0,715309,0.391753431647974
"13601",200,200,0.1,0.395066743979991,0.277451657895043,0,959006,0.277451657895043
"13602",100,200,0.1,0.514527108858258,0.366506498288667,0.5,371145,0.366506498288667
"13603",200,200,0.1,0.336919694242225,0.250761526424165,0.5,804745,0.250761526424165
"13604",100,200,0.2,0.436144600412303,0.392626221410583,0,870252,0.392626221410583
"13605",200,200,0.2,0.305491861202906,0.275353205458422,0,264149,0.275353205458422
"13606",100,200,0.2,0.338542523453577,0.300697067338405,0.5,417781,0.300697067338405
"13607",200,200,0.2,0.241008944029851,0.219407454985734,0.5,424171,0.219407454985734
"13608",100,200,0.1,0.553112848705565,0.392832953452828,0,225562,0.392832953452828
"13609",100,50,0.1,1.14731081081398,0.388961507974821,0,617152,0.388961507974821
"13610",200,200,0.1,0.385689073600831,0.272489513603845,0,894860,0.272489513603845
"13611",100,200,0.1,0.450591339942127,0.346780254516482,0.5,3085,0.346780254516482
"13612",200,200,0.1,0.371966465374184,0.253220555236222,0.5,76109,0.253220555236222
"13613",100,200,0.2,0.432295553001802,0.390215289881884,0,163759,0.390215289881884
"13614",200,200,0.2,0.302671212991781,0.272314771615147,0,439194,0.272314771615147
"13615",100,200,0.2,0.305922383312796,0.278294190466233,0.5,636029,0.278294190466233
"13616",200,200,0.2,0.256178491593849,0.226941518685966,0.5,336724,0.226941518685966
"13617",100,200,0.1,0.6492267395229,0.392199880287997,0,972160,0.392199880287997
"13618",200,200,0.1,0.415350653574591,0.273574272789426,0,893464,0.273574272789426
"13619",100,200,0.1,0.475314471564142,0.336430729877558,0.5,484328,0.336430729877558
"13620",200,50,0.1,0.813298785077051,0.275881024570749,0,113040,0.275881024570749
"13621",200,200,0.1,0.371095064110035,0.236576503147495,0.5,794381,0.236576503147495
"13622",100,200,0.2,0.424443232062807,0.389842168982004,0,227467,0.389842168982004
"13623",200,200,0.2,0.300838846762213,0.272744192268873,0,925859,0.272744192268873
"13624",100,200,0.2,0.389930799600071,0.342784083521078,0.5,795431,0.342784083521078
"13625",200,200,0.2,0.245550275930232,0.222111202954446,0.5,549706,0.222111202954446
"13626",100,200,0.1,0.549976660515817,0.392753190278583,0,120870,0.392753190278583
"13627",200,200,0.1,0.395087181217829,0.276726562891125,0,510699,0.276726562891125
"13628",100,200,0.1,0.488721782653843,0.339588929337535,0.5,987068,0.339588929337535
"13629",200,200,0.1,0.355598905856537,0.246718363455956,0.5,675124,0.246718363455956
"13630",100,200,0.2,0.414538769575795,0.389644820413765,0,830576,0.389644820413765
"13631",100,50,0.1,1.13732037545771,0.390825974871762,0.5,724624,0.390825974871762
"13632",200,200,0.2,0.311899165415226,0.276903593646838,0,754677,0.276903593646838
"13633",100,200,0.2,0.290606424660659,0.267752653052699,0.5,237814,0.267752653052699
"13634",200,200,0.2,0.232823626645015,0.215165623975933,0.5,169503,0.215165623975933
"13635",100,200,0.1,0.561497179833397,0.386765599430815,0,109574,0.386765599430815
"13636",200,200,0.1,0.429534511816016,0.274869012896911,0,76281,0.274869012896911
"13637",100,200,0.1,0.435597345693389,0.317756264603255,0.5,965549,0.317756264603255
"13638",200,200,0.1,0.32351726248334,0.236245912109084,0.5,582987,0.236245912109084
"13639",100,200,0.2,0.409068948696612,0.377211253352363,0,816104,0.377211253352363
"13640",200,200,0.2,0.306729323696846,0.276477426982199,0,342272,0.276477426982199
"13641",100,200,0.2,0.371350986769423,0.33327745388167,0.5,994288,0.33327745388167
"13642",200,50,0.2,0.397975205390416,0.277469490507192,0,532464,0.277469490507192
"13643",200,50,0.1,0.598707203346308,0.259006089044649,0.5,501501,0.259006089044649
"13644",200,200,0.2,0.241681306288454,0.225438039146958,0.5,483980,0.225438039146958
"13645",100,200,0.1,0.562285485755242,0.391625083798439,0,178935,0.391625083798439
"13646",200,200,0.1,0.458962932868471,0.277463608801409,0,314835,0.277463608801409
"13647",100,200,0.1,0.491039024774255,0.349043804352831,0.5,931391,0.349043804352831
"13648",200,200,0.1,0.305676647333136,0.230597607916729,0.5,879701,0.230597607916729
"13649",100,200,0.2,0.435596344033857,0.392812498911214,0,926581,0.392812498911214
"13650",200,200,0.2,0.29746052166565,0.270791270166045,0,42340,0.270791270166045
"13651",100,200,0.2,0.324995920243171,0.301975248916107,0.5,132110,0.301975248916107
"13652",200,200,0.2,0.22272464923262,0.200845164858398,0.5,911865,0.200845164858398
"13653",100,200,0.1,0.593089235957294,0.392550729917882,0,318602,0.392550729917882
"13654",100,50,0.2,0.545768960222218,0.391414209158715,0,339811,0.391414209158715
"13655",200,200,0.1,0.39048608004676,0.273405048211562,0,184354,0.273405048211562
"13656",100,200,0.1,0.482399597118846,0.33999055853061,0.5,371502,0.33999055853061
"13657",200,200,0.1,0.340217812049072,0.236519661890533,0.5,166149,0.236519661890533
"13658",100,200,0.2,0.431408073795548,0.391489353394623,0,640955,0.391489353394623
"13659",200,200,0.2,0.297254443706438,0.272773896563921,0,415366,0.272773896563921
"13660",100,200,0.2,0.348490465298142,0.330423215692545,0.5,335395,0.330423215692545
"13661",200,200,0.2,0.228766451800009,0.212450107619095,0.5,886465,0.212450107619095
"13662",100,200,0.1,0.5261751013155,0.389650804896686,0,52338,0.389650804896686
"13663",200,200,0.1,0.444311066249032,0.277417882997194,0,246488,0.277417882997194
"13664",100,200,0.1,0.508159599689567,0.35759439563474,0.5,549821,0.35759439563474
"13665",200,50,0.2,0.458504030277522,0.277403958372653,0,248434,0.277403958372653
"13666",200,200,0.1,0.379928018590634,0.260066207741563,0.5,672347,0.260066207741563
"13667",100,200,0.2,0.387285793892859,0.366257548759151,0,740236,0.366257548759151
"13668",200,200,0.2,0.304347727871381,0.26554481215927,0,296888,0.26554481215927
"13669",100,200,0.2,0.38890988387238,0.354577681282108,0.5,252881,0.354577681282108
"13670",200,200,0.2,0.246056883415521,0.2259407104828,0.5,881835,0.2259407104828
"13671",100,200,0.1,0.56972712915325,0.392817818836113,0,714799,0.392817818836113
"13672",200,200,0.1,0.420931226886583,0.271277069262752,0,817404,0.271277069262752
"13673",100,200,0.1,0.49664839663181,0.334763181993749,0.5,974858,0.334763181993749
"13674",200,200,0.1,0.354619443946334,0.254359081786202,0.5,455495,0.254359081786202
"13675",100,200,0.2,0.425538596542039,0.376959401170975,0,798074,0.376959401170975
"13676",100,50,0.2,0.558105850319345,0.388186382549315,0.5,717969,0.388186382549315
"13677",200,200,0.2,0.307391171669612,0.276099514104688,0,222424,0.276099514104688
"13678",100,200,0.2,0.328398732928875,0.309830074723697,0.5,455655,0.309830074723697
"13679",200,200,0.2,0.227771681711041,0.206876810009567,0.5,791868,0.206876810009567
"13680",100,200,0.1,0.548587088366941,0.392165579592685,0,421929,0.392165579592685
